"","OBJECTID","ID","NAME","ALT_NAME","CROSS_ST","LONG_NAME","LABEL","BOROUGH","NGHBHD","ROUTES","TRANSFERS","COLOR","EXPRESS","CLOSED","lng","lat","UNIQUEID"
"4463",446,265,"Jackson Hts-Roosevelt Ave","74th St-Broadway","Broadway","Jackson Hts-Roosevelt Ave (E,F,G,R,V) Queens","Jackson Hts-Roosevelt Ave (E,F,G,R,V)","Queens",NA,"G","E,F,G,R,V,7","MULTI","express",NA,-73.8917931827223,40.7468260085757,"74d686b253ad94c77e451d828159e9f4"
"4464",446,265,"Jackson Hts-Roosevelt Ave","74th St-Broadway","Broadway","Jackson Hts-Roosevelt Ave (E,F,G,R,V) Queens","Jackson Hts-Roosevelt Ave (E,F,G,R,V)","Queens",NA,"R","E,F,G,R,V,7","MULTI","express",NA,-73.8917931827223,40.7468260085757,"b12c32fb2350f15870c808afa95b0df4"
"4465",446,265,"Jackson Hts-Roosevelt Ave","74th St-Broadway","Broadway","Jackson Hts-Roosevelt Ave (E,F,G,R,V) Queens","Jackson Hts-Roosevelt Ave (E,F,G,R,V)","Queens",NA,"V","E,F,G,R,V,7","MULTI","express",NA,-73.8917931827223,40.7468260085757,"16046a8d029ae009d91a52d3ff64b849"
"4481",448,261,"Steinway St",NA,"Broadway","Steinway St (G,R,V) Queens","Steinway St (G,R,V)","Queens",NA,"G","G,R,V","MULTI",NA,NA,-73.9188899994442,40.7587100007467,"2894ad2b4d0b4e90a02bfad6229d4693"
"4482",448,261,"Steinway St",NA,"Broadway","Steinway St (G,R,V) Queens","Steinway St (G,R,V)","Queens",NA,"R","G,R,V","MULTI",NA,NA,-73.9188899994442,40.7587100007467,"3d550b38ea7673a875173ee97d459378"
"4483",448,261,"Steinway St",NA,"Broadway","Steinway St (G,R,V) Queens","Steinway St (G,R,V)","Queens",NA,"V","G,R,V","MULTI",NA,NA,-73.9188899994442,40.7587100007467,"d86f64ee3e94d8160fa4dc3f8c682330"
"4491",449,464,"Sutphin Blvd","Archer Ave","Archer Ave","Sutphin Blvd / Archer Ave (E,J,Z) Queens","Sutphin Blvd / Archer Ave (E,J,Z)","Queens",NA,"E","E,J,Z","BLUE-BROWN","express",NA,-73.8077129002595,40.700520377764,"8c83d1e80426ea7009ce5b95780e50d7"
"4492",449,464,"Sutphin Blvd","Archer Ave","Archer Ave","Sutphin Blvd / Archer Ave (E,J,Z) Queens","Sutphin Blvd / Archer Ave (E,J,Z)","Queens",NA,"J","E,J,Z","BLUE-BROWN","express",NA,-73.8077129002595,40.700520377764,"8dc728a5cba9389d75f79f16cb63c75a"
"4493",449,464,"Sutphin Blvd","Archer Ave","Archer Ave","Sutphin Blvd / Archer Ave (E,J,Z) Queens","Sutphin Blvd / Archer Ave (E,J,Z)","Queens",NA,"Z","E,J,Z","BLUE-BROWN","express",NA,-73.8077129002595,40.700520377764,"4e5a9436519717b6a2faa95988aab94f"
"4511",451,273,"Union Tpke","Kew Gardens","Queens Blvd","Union Tpke / Kew Gardens (E,F) Queens","Union Tpke / Kew Gardens (E,F)","Queens",NA,"E","E,F","BLUE-ORANGE","express",NA,-73.8307977947104,40.7141893143281,"ff0855bc93d0594988a9158925dfa62a"
"4512",451,273,"Union Tpke","Kew Gardens","Queens Blvd","Union Tpke / Kew Gardens (E,F) Queens","Union Tpke / Kew Gardens (E,F)","Queens",NA,"F","E,F","BLUE-ORANGE","express",NA,-73.8307977947104,40.7141893143281,"fe039694aaf5b40330fe8c03770e0a6c"
"4521",452,274,"Van Wyck Blvd","Briarwood","Main St","Van Wyck Blvd / Briarwood (E,F) Queens","Van Wyck Blvd / Briarwood (E,F)","Queens",NA,"E","E,F","BLUE-ORANGE",NA,NA,-73.8205729991268,40.7091760020818,"09d9e63980f25d2349539a32e3d2a1d6"
"4522",452,274,"Van Wyck Blvd","Briarwood","Main St","Van Wyck Blvd / Briarwood (E,F) Queens","Van Wyck Blvd / Briarwood (E,F)","Queens",NA,"F","E,F","BLUE-ORANGE",NA,NA,-73.8205729991268,40.7091760020818,"61d70b099669bddfa50d2f0c344231a5"
"4551",455,328,"Woodhaven Blvd",NA,"Jamaica Ave","Woodhaven Blvd (J,Z) Queens","Woodhaven Blvd (J,Z)","Queens",NA,"J","J,Z","BROWN","express",NA,-73.8521642525909,40.693662024722,"05b303c56c65bf1614772303f648d32d"
"4552",455,328,"Woodhaven Blvd",NA,"Jamaica Ave","Woodhaven Blvd (J,Z) Queens","Woodhaven Blvd (J,Z)","Queens",NA,"Z","J,Z","BROWN","express",NA,-73.8521642525909,40.693662024722,"10474094130f3d738810da9f0332c361"
"4561",456,268,"Woodhaven Blvd",NA,"Queens Blvd","Woodhaven Blvd (G,R,V) Queens","Woodhaven Blvd (G,R,V)","Queens",NA,"G","G,R,V","MULTI",NA,NA,-73.8703660000914,40.7335020007514,"b853af51f5963151899fd60785ae666c"
"4562",456,268,"Woodhaven Blvd",NA,"Queens Blvd","Woodhaven Blvd (G,R,V) Queens","Woodhaven Blvd (G,R,V)","Queens",NA,"R","G,R,V","MULTI",NA,NA,-73.8703660000914,40.7335020007514,"93c2bb95fead7c9df6a343febdcf8f17"
"4563",456,268,"Woodhaven Blvd",NA,"Queens Blvd","Woodhaven Blvd (G,R,V) Queens","Woodhaven Blvd (G,R,V)","Queens",NA,"V","G,R,V","MULTI",NA,NA,-73.8703660000914,40.7335020007514,"1f19d1d1f94330387b8b2e223b715af7"
"4791",479,401,"Coney Island","Stillwell Ave","Surf Ave","Coney Island / Stillwell Ave (D,F,N,Q) Brooklyn","Coney Island / Stillwell Ave (D,F,N,Q)","Brooklyn",NA,"D","D,F,N,Q","ORANGE",NA,NA,-73.9810138814604,40.5757573723815,"9440ea3dffdbf66f6214401e41bc97ee"
"4792",479,401,"Coney Island","Stillwell Ave","Surf Ave","Coney Island / Stillwell Ave (D,F,N,Q) Brooklyn","Coney Island / Stillwell Ave (D,F,N,Q)","Brooklyn",NA,"F","D,F,N,Q","ORANGE",NA,NA,-73.9810138814604,40.5757573723815,"ef8f592bbc8b82ff78fff0a4a32d2054"
"4793",479,401,"Coney Island","Stillwell Ave","Surf Ave","Coney Island / Stillwell Ave (D,F,N,Q) Brooklyn","Coney Island / Stillwell Ave (D,F,N,Q)","Brooklyn",NA,"N","D,F,N,Q","ORANGE",NA,NA,-73.9810138814604,40.5757573723815,"eb5759b71700f89e677c24047bda8996"
"4794",479,401,"Coney Island","Stillwell Ave","Surf Ave","Coney Island / Stillwell Ave (D,F,N,Q) Brooklyn","Coney Island / Stillwell Ave (D,F,N,Q)","Brooklyn",NA,"Q","D,F,N,Q","ORANGE",NA,NA,-73.9810138814604,40.5757573723815,"94306985ec9ce4776886f60392d40afd"
"4812",481,99,"Times Sq","42nd St","7th Ave/Broadway","Times Sq (1,2,3) Manhattan","Times Sq / 42nd St (1,2,3)","Manhattan",NA,"1","A,C,E,N,Q,R,S,W,1,2,3,7","RED","express",NA,-73.9869488826463,40.7560466375957,"df4b46af1ad90cd755cdacd6b389c2e7"
"4813",481,99,"Times Sq","42nd St","7th Ave/Broadway","Times Sq (1,2,3) Manhattan","Times Sq / 42nd St (1,2,3)","Manhattan",NA,"2","A,C,E,N,Q,R,S,W,1,2,3,7","RED","express",NA,-73.9869488826463,40.7560466375957,"2565c45dd978ab10bdd23de37bf447a9"
"4814",481,99,"Times Sq","42nd St","7th Ave/Broadway","Times Sq (1,2,3) Manhattan","Times Sq / 42nd St (1,2,3)","Manhattan",NA,"3","A,C,E,N,Q,R,S,W,1,2,3,7","RED","express",NA,-73.9869488826463,40.7560466375957,"f7fcfcf5aa6272978c818619f9d78d3c"
